Label,Message,Message_Length,Word_Count,Sentence_Count,Transformed_Message,Clean_Length
ham,"Hi Chikku, send some nice msgs",30,6,1,hi chikku send nice msg,23
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",154,32,4,imposs argu alway treat like sub like never releas remind necessari,67
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",107,22,13,work ah den plu lor u workin oso rite den go orchard lor place go liao,70
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",101,19,3,wonder okor great month cherish guy wish well day mojibiola,59
ham,Cuz ibored. And don wanna study,31,6,2,cuz ibor wanna studi,20
ham,Wot about on wed nite I am 3 then but only til 9!,49,13,1,wot wed nite til,16
ham,Any way where are you and what doing.,37,8,2,way,3
ham,That sucks. I'll go over so u can do my hair. You'll do it free right?,70,16,3,suck ill go u hair youll free right,35
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,114,20,4,still work time also tri ad zero save check ltgt,48
ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",116,24,6,hmm dunno leh mayb bag goigng dat small ju anyth except perfum smth dat keep,76
ham,Sday only joined.so training we started today:),47,7,2,sday joinedso train start today,31
ham,Sorry * was at the grocers.,27,6,2,sorri grocer,12
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,87,17,1,nice pub near franki n benni near warner cinema,47
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",164,25,4,costa del sol holiday å£ await collect call toclaim sae tc pobox stockport skxh costå£pm maxmin,95
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,88,19,7,yup havent want go yoga call book,33
ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,228,49,6,oh shut omg yesterday dream kid boy piss kid boy even told mark dream chang diaper caus im get owe face,103
ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,102,18,3,yeah imagin would realli gentl unlik doc treat patient like turkey,66
ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,133,27,4,start dont stop pray good idea anyth see help guy ill forward link,66
ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,88,20,1,hi darlin im helen fone im gonna b princ nite pleas come tb love kate,69
ham,I'm in office now da:)where are you?,36,7,1,im offic dawher,15
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,77,17,10,aiyar u poor thing give u support k jia ill think u,51
ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,104,16,4,oh unintent bad time great finger train play along give fifteen min warn,72
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,156,27,4,get garden readi summer free select summer bulb seed worth å£ scotsman saturday stop go notxtcouk,97
ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),87,17,5,kthen come wenev u lik come also tel vikki come get free time,61
ham,Pls call me da. What happen.,28,6,3,pl call da happen,17
ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",130,22,4,happi new year u ur familymay new year bring happi stabil tranquil ur vibrant colour life,89
ham,No problem with the renewal. I.ll do it right away but i dont know his details.,79,16,4,problem renew ill right away dont know detail,45
ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,184,37,4,idk im sit stop shop park lot right bawl eye feel like im failur everyth nobodi want feel like im fail,102
ham,Haven't left yet so probably gonna be here til dinner,53,10,1,havent left yet probabl gonna til dinner,40
ham,"Like  &lt;#&gt; , same question",31,5,1,like ltgt question,18
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,85,20,3,new year eve ok went parti boyfriend si hey,43
ham,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",77,13,2,sir need velusami sir date birth compani bank facil detail,58
ham,K k:) sms chat with me.,23,6,2,k k sm chat,11
ham,I will come with karnan car. Please wait till 6pm will directly goto doctor.,76,14,3,come karnan car pleas wait till pm directli goto doctor,55
ham,No but the bluray player can,28,6,1,bluray player,13
ham,Ok... Then r we meeting later?,30,6,4,ok r meet later,15
ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,75,17,3,lol need cash nitro hurri come crash,36
ham,Just send a text. We'll skype later.,36,7,3,send text well skype later,26
ham,Ok leave no need to ask,23,6,1,ok leav need ask,16
ham,ÌÏ still got lessons?  ÌÏ in sch?,33,7,1,ìï still got lesson ìï sch,26
ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,99,23,3,dun believ leh tot told true alreadi thk muz c us tog believ,60
ham,Oh did you charge camera,24,5,1,oh charg camera,15
ham,"IÛ÷ve got some salt, you can rub it in my open wounds if you like!",67,15,1,iû÷v got salt rub open wound like,34
ham,Now i'm going for lunch.,24,5,2,im go lunch,11
ham,I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.,85,21,2,im school n ill da lab stuff give call ì r done,47
ham,"Aight, text me tonight and we'll see what's up",46,9,1,aight text tonight well see what,32
ham,U 2.,4,2,2,u,1
ham,Water logging in desert. Geoenvironmental implications.,55,6,3,water log desert geoenvironment implic,38
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",86,17,3,strang watch nd one im bed sweet dream miss u,45
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,119,26,1,sm auction brand new nokia auction today auction free join take part txt nokia,78
ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",101,23,1,hi hope u r ok said would text hasnt u seen let gentli pleas,60
ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",157,34,5,babe fuck love know fuck good hear voic need crave cant get enough ador ahmad kiss,82
ham,K sure am in my relatives home. Sms me de. Pls:-),49,11,3,k sure rel home sm de pl,24
ham,"Fuuuuck I need to stop sleepin, sup",35,7,1,fuuuuck need stop sleepin sup,29
ham,I'm in town now so i'll jus take mrt down later.,48,11,2,im town ill ju take mrt later,29
ham,I just cooked a rather nice salmon a la you,43,10,1,cook rather nice salmon la,26
ham,I uploaded mine to Facebook,27,5,1,upload mine facebook,20
ham,WHAT TIME U WRKIN?,18,4,1,time u wrkin,12
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,142,30,2,ree entri weekli comp chanc win ipod txt pod get entri std txt rate tc appli detail,83
spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,156,30,3,record indic u mayb entitl pound compens accid claim free repli claim msg stop txt stop,87
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,69,14,10,oh oh den muz chang plan liao go back yan jiu,45
ham,"It's wylie, you in tampa or sarasota?",37,7,1,wyli tampa sarasota,19
ham,Ok... Take ur time n enjoy ur dinner...,39,8,7,ok take ur time n enjoy ur dinner,33
ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,134,30,4,darren say dat u meet da ge den dun meet dinner co later u leav xy feel awkward den u meet lunch lor,100
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",150,28,1,spook mob halloween collect logo pic messag plu free eeri tone txt card spook zed p per logop,93
ham,I like cheap! But iÛ÷m happy to splash out on the wine if it makes you feel better..,85,18,3,like cheap iû÷m happi splash wine make feel better,51
ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,116,21,6,she fine difficulti phone work mine pl send anoth friend request,64
ham,Ugh my leg hurts. Musta overdid it on mon.,42,9,3,ugh leg hurt musta overdid mon,30
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,151,25,6,call germani penc per minut call fix line via access number prepay direct access,80
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,40,8,1,wot student discount u get book,31
ham,How come she can get it? Should b quite diff to guess rite...,61,13,4,come get b quit diff guess rite,31
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,160,26,2,mobil mth updat free orang latest colour camera mobil unlimit weekend call call mobil upd freefon stoptxt,105
ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",109,23,7,babe im answer cant see mayb youd better reboot ym got photo great,66
ham,Hi.what you think about match?,30,5,2,hiwhat think match,18
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",329,61,6,know thinkin malaria relax children cant handl malaria would wors gastroenter take enough replac loss temp reduc give malaria med vomit self limit ill mean day complet stop,172
ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.,91,18,2,dai download exe file run exe instal,36
ham,It is only yesterday true true.,31,6,2,yesterday true true,19
ham,K.k.how is your business now?,29,5,3,kkhow busi,10
ham,3 pa but not selected.,22,5,2,pa select,9
ham,Well thats nice. Too bad i cant eat it,38,9,2,well that nice bad cant eat,27
ham,I accidentally brought em home in the box,41,8,1,accident brought em home box,28
ham,Pls she needs to dat slowly or she will vomit more.,51,11,2,pl need dat slowli vomit,24
ham,I have to take exam with in march 3,35,9,1,take exam march,15
ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",89,18,3,jane babe goin wrk feel ill lst nite fone alreadi cover chuck,61
ham,5 nights...We nt staying at port step liao...Too ex,51,9,7,nightsw nt stay port step liaotoo ex,36
ham,If I die I want u to have all my stuffs.,40,11,2,die want u stuff,16
ham,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\""""",112,24,5,oh fuck juswok bed boatin dock slept wid year old spinout giv u da gossip lr xxx,80
ham,I re-met alex nichols from middle school and it turns out he's dealing!,71,13,1,remet alex nichol middl school turn he deal,43
spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,146,22,5,privat account statement show unredeem point call identifi code expir,69
ham,It means u could not keep ur words.,35,8,2,mean u could keep ur word,25
ham,"Nope, I'm still in the market",29,6,1,nope im still market,20
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,143,34,3,realis busi guy im tri bother get exam outta way tri car gr day,63
ham,Hey what how about your project. Started aha da.,48,9,3,hey project start aha da,24
ham,Ok cool. See ya then.,21,5,3,ok cool see ya,14
ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,98,21,2,uworld site buy qbank buy self assess also,42
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,155,27,1,someonon know tri contact via date servic find could call mobil landlin boxskch,79
ham,Yeah I can still give you a ride,32,8,1,yeah still give ride,20
ham,"Jay wants to work out first, how's 4 sound?",43,9,1,jay want work first how sound,29
ham,"Gud gud..k, chikku tke care.. sleep well gud nyt",48,9,5,gud gudk chikku tke care sleep well gud nyt,43
ham,Hmm thinking lor...,19,3,4,hmm think lor,13
ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,133,27,10,cours dont teas know simpli must see grin keep post prey love smile devour kiss,79
ham,thanks for the temales it was wonderful. Thank. Have a great week.,66,12,4,thank temal wonder thank great week,35
ham,Thank you princess! I want to see your nice juicy booty...,58,11,4,thank princess want see nice juici booti,40
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,119,23,4,havent eaten day im sit stare juici pizza cant eat med ruin life,64
ham,U come n search tat vid..not finishd..,38,7,5,u come n search tat vidnot finishd,34
ham,"K I'm leaving soon, be there a little after 9",45,10,1,k im leav soon littl,20
spam,Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,127,23,4,urgent pleas call landlin å£ cash holiday await collect cs sae po box mxi,73
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",99,20,1,yeah work fine start last week stuff dull easi guy fun,54
ham,You do your studies alone without anyones help. If you cant no need to study.,77,15,3,studi alon without anyon help cant need studi,45
ham,Please tell me not all of my car keys are in your purse,55,13,1,pleas tell car key purs,23
ham,I didnt get anything da,23,5,1,didnt get anyth da,18
ham,Ok... Sweet dreams...,21,3,7,ok sweet dream,14
ham,Well she's in for a big surprise!,33,7,1,well she big surpris,20
ham,1 in cbe. 2 in chennai.,23,6,3,cbe chennai,11
ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,82,18,2,help u swoop pick u wherev ur bird r meet u want,48
ham,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,127,25,4,anyon call treadmil say youll buy make sure work found ad craigslist sell ltgt,78
ham,I absolutely LOVE South Park! I only recently started watching the office.,74,12,2,absolut love south park recent start watch offic,48
ham,Did you see that film:),23,5,1,see film,8
ham,Pls speak with me. I wont ask anything other then you friendship.,65,12,3,pl speak wont ask anyth friendship,34
ham,Gud ni8.swt drms.take care,26,4,3,gud niswt drmstake care,23
ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,152,33,1,hi darlin kate u doin somethin tonight im go pub call swan someth parent one drink phone u,90
ham,Anything lar then Ì_ not going home 4 dinner?,45,9,1,anyth lar ì go home dinner,26
ham,\ER,3,1,1,er,2
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",145,27,4,dont prize go anoth custom tc pmin polo ltd suit london wj hl pleas call back busi,82
ham,Did u fix the teeth?if not do it asap.ok take care.,51,11,3,u fix teethif asapok take care,30
ham,So u wan 2 come for our dinner tonight a not?,45,11,1,u wan come dinner tonight,25
ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",152,31,4,hellohow u doingwhat u u b move flat co need arrang pick lamp etc take care hello carolin,89
ham,Its too late:)but its k.wish you the same.,42,8,3,latebut kwish,13
ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",101,21,4,hi hope ur day good back walk tabl book half eight let know ur come,67
ham,Oh yeah clearly it's my fault,29,6,1,oh yeah clearli fault,21
ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,63,13,2,dunno leh cant rememb mayb lor wat time r meet tmr,50
ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",168,34,8,best msg hard person u know one step foward make u fall love amp one step back ruin ur friendship good night,108
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,144,23,4,urgent mobil number award å£ prize guarante call land line claim valid hr ppm,77
ham,"Vikky, come around  &lt;TIME&gt; ..",35,5,3,vikki come around lttimegt,26
ham,"And how you will do that, princess? :)",38,8,1,princess,8
ham,I have gone into get info bt dont know what to do,49,12,1,gone get info bt dont know,26
ham,"Yeah, probably here for a while",31,6,1,yeah probabl,12
ham,I'm still pretty weak today .. Bad day ?,40,9,3,im still pretti weak today bad day,34
ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,113,23,22,hey dont forget mine possess properti mmm childish smile,56
ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),119,24,1,excel thought misundrstud frnd knw u hate bt day wen ull knw truth ull hate urself gn,85
ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,50,12,2,hey congrat u id luv ive go home,32
ham,Dear where you. Call me,23,5,2,dear call,9
ham,Xy trying smth now. U eat already? We havent...,47,9,5,xy tri smth u eat alreadi havent,32
spam,Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,155,25,6,urgent pleas call landlin å£ cash luxuri canari island holiday await collect tc sae po box mxi ppm,98
ham,I donno its in your genes or something,38,8,1,donno gene someth,17
spam,XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,157,24,3,xma iscom ur award either å£ cd gift voucher free entri r å£ weekli draw txt music tnc,86
ham,Alex says he's not ok with you not being ok with it,51,12,1,alex say he ok ok,17
ham,Are u coming to the funeral home,32,7,1,u come funer home,17
ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,125,22,4,darl sister when school resum minimum wait period reappli take care,67
ham,I.ll hand her my phone to chat wit u,36,9,2,ill hand phone chat wit u,25
ham,Well good morning mr . Hows london treatin' ya treacle?,55,10,2,well good morn mr how london treatin ya treacl,46
ham,I can't make it tonight,23,5,1,cant make tonight,17
ham,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,87,16,4,ltgt buck bank fee fix better call bank find,44
ham,"I can. But it will tell quite long, cos i haven't finish my film yet...",71,15,5,tell quit long co havent finish film yet,40
ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,94,21,2,pl ask macho much budget bb bold co saw new one ltgt dollar,59
ham,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\""""",99,17,1,hi miss call mumha beendrop red wine theplac adress,51
ham,Ill be at yours in about 3 mins but look out for me,51,13,1,ill min look,12
ham,What you did in  leave.,23,5,2,leav,4
ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,162,33,8,im come back thursday yay gonna ok get money cheer oh yeah everyth alright how school call work,95
ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",82,17,3,jolli good way give u ticket sat eve speak x,44
ham,"yeah, that's what I was thinking",32,6,1,yeah that think,15
ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,146,29,6,kkim go tirunelvali week see uncl alreadi spend amount take dress want moneyi give feb,86
ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,121,21,13,got ur favorit oyster n got favorit sashimi ok lar dun say alreadi wait ur stomach start rumbl,94
ham,My sister going to earn more than me da.,40,9,2,sister go earn da,17
ham,Jus finish watching tv... U?,28,5,4,ju finish watch tv u,20
ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",97,21,1,k fyi im back parent place south tampa might need deal somewher els,67
ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",159,33,7,good morn love go sleep wish great day full feel better opportun last thought babe love kiss,92
ham,Kothi print out marandratha.,28,4,2,kothi print marandratha,23
ham,But we havent got da topic yet rite?,36,8,1,havent got da topic yet rite,28
ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,64,14,7,ok problem yup im go sch rem correctli,38
ham,"Thanks, I'll keep that in mind",30,6,1,thank ill keep mind,19
ham,Aah bless! How's your arm?,26,5,1,aah bless how arm,17
ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",189,28,7,dear sirsalam alaikkumprid pleasur meet today tea shopw pleas send contact number qatarrakhesh indianpl save numberrespect regard,129
ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",160,33,4,gal n boy walk park galcan hold ur hand boyi u think would run away galno jst wana c feel walk heaven princegn,110
ham,What makes you most happy?,26,5,1,make happi,10
ham,Wishing you a wonderful week.,29,5,2,wish wonder week,16
ham,Sweet heart how are you?,24,5,1,sweet heart,11
ham,"Sir, waiting for your letter.",29,5,2,sir wait letter,15
ham,Dude im no longer a pisces. Im an aquarius now.,47,10,3,dude im longer pisc im aquariu,30
ham,X course it 2yrs. Just so her messages on messenger lik you r sending me,72,15,2,x cours yr messag messeng lik r send,36
ham,I think steyn surely get one wicket:),37,7,1,think steyn sure get one wicket,31
ham,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",125,24,4,neither sterm voic im studi fine sure thing resolv tho anyway fab hol,69
ham,"Garbage bags, eggs, jam, bread, hannaford wheat chex",52,8,1,garbag bag egg jam bread hannaford wheat chex,45
ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,192,35,6,pride im almost ltgt year old shouldnt takin money kid your suppos deal stuff grownup stuffwhi dont tell,104
ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,126,26,3,sound better even im costum im sure time finish tomorrow txt end,64
ham,My birthday is on feb  &lt;#&gt;  da. .,39,8,3,birthday feb ltgt da,20
ham,So when do you wanna gym?,25,6,1,wanna gym,9
ham,You'd like that wouldn't you? Jerk!,35,6,1,youd like wouldnt jerk,22
ham,Are u awake? Is there snow there?,33,7,1,u awak snow,11
ham,And of course you should make a stink!,38,8,1,cours make stink,16
spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",156,22,3,u r subscrib textcomp wkli comp st wk free question follow subsequ wk chargedpmsg unsubscrib txt stop custcar,109
ham,No go. No openings for that room 'til after thanksgiving without an upcharge.,77,13,3,go open room til thanksgiv without upcharg,42
ham,When you guys planning on coming over?,38,7,1,guy plan come,13
ham,Wat Ì_ doing now?,17,4,1,wat ì,5
ham,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,133,27,4,sir that hr trip bu last week anoth audit next wednesday think might drive time,79
ham,Do I? I thought I put it back in the box,40,11,1,thought put back box,20
ham,I'm home...,11,2,4,im home,7
ham,No one interested. May be some business plan.,45,8,3,one interest may busi plan,26
ham,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,67,12,10,yup paragon havent decid whether cut yet hee,44
ham,Good morning princess! Have a great day!,40,7,1,good morn princess great day,28
ham,Guai... ÌÏ shd haf seen him when he's naughty... ÌÏ so free today? Can go jogging...,84,16,10,guai ìï shd haf seen he naughti ìï free today go jog,52
ham,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.,100,25,3,aiyo co sm ì ì neva repli wait ì repli lar tot ì havent finish ur lab wat,73
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",145,23,12,live simpl love also simpl laugh simpl win tooo simpl simpl difficult,69
ham,Tell me something. Thats okay.,30,5,3,tell someth that okay,21
ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,125,25,3,hmm shall bring bottl wine keep us amus joke ill still bring bottl red white see tomorrow,89
ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,133,30,9,ur face test ltgt select number tell ur face astrolog wait quick repli,70
ham,"Hey, iouri gave me your number, I'm wylie, ryan's friend",56,10,1,hey iouri gave number im wyli ryan friend,41
ham,Yep get with the program. You're slacking.,42,7,3,yep get program your slack,26
ham,I'm in inside office..still filling forms.don know when they leave me.,70,11,5,im insid officestil fill formsdon know leav,43
ham,"I think your mentor is , but not 100 percent sure.",50,11,2,think mentor percent sure,25
spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),112,18,3,call send girl erot ecstaci pmin stop text call nat rate,56
spam,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611,157,27,2,å£ xma reward wait comput randomli pick loyal mobil custom receiv å£ reward call,80
ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,135,26,2,tri figur im suppos see coupl differ peopl week said wed get togeth didnt set date,82
spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,156,23,5,import messag final contact attempt import messag wait custom claim dept expir call,83
ham,Hi mom we might be back later than  &lt;#&gt; ,46,9,1,hi mom might back later ltgt,28
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,139,26,3,datingi two start sent text talk sport radio last week connect think coincid,76
ham,"Lol, oh you got a friend for the dog ?",38,10,1,lol oh got friend dog,21
ham,"Ok., is any problem to u frm him? Wats matter?",46,10,2,ok problem u frm wat matter,27
ham,"K I'll head out in a few mins, see you there",44,11,1,k ill head min see,18
ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,116,22,4,dont want leav im bare stay sane fight constantli isnt help,59
spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,90,15,3,current lead bid paus auction send custom care,46
spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or å£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",160,27,4,free entri grprize wkli comp chanc win latest nokia psp å£ cash everi wktxt great http,86
ham,Somebody set up a website where you can play hold em using eve online spacebucks,80,15,1,somebodi set websit play hold em use eve onlin spacebuck,56
ham,Its sunny in california. The weather's just cool,48,8,2,sunni california weather cool,29
spam,You have 1 new message. Call 0207-083-6089,42,7,2,new messag call,15
ham,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",64,13,1,make squeez ltgt buck dad,25
ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,88,15,4,good day toopray meremov teeth pain maintain stuff,50
ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IåÕm knackered and iåÕm dreading work tonight. What are thou upto tonight. X,161,31,7,babe hope ok shit night sleep fell asleep iåõm knacker iåõm dread work tonight thou upto tonight x,98
ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,147,26,1,friend help us problem give stupid suggest land us anoth problem help us forgt previou problem,94
ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,101,18,4,gentl babi soon take ltgt inch deep insid tight pussi,53
